timestamp,ticker,open,high,low,close,volume
2025-11-11 16:40:00+00:00,AAPL,271.97,271.99,271.78,271.875,269923
2025-11-11 16:45:00+00:00,AAPL,271.88,272.21,271.8178,272.0851,290353
2025-11-11 16:50:00+00:00,AAPL,272.085,272.25,271.87,272.079,220083
2025-11-11 16:55:00+00:00,AAPL,272.06,272.22,271.825,271.95,266076
2025-11-11 17:00:00+00:00,AAPL,271.93,272.63,271.8718,272.585,316421
2025-11-11 17:05:00+00:00,AAPL,272.585,272.81,272.42,272.45,219291
2025-11-11 17:10:00+00:00,AAPL,272.46,272.5799,272.21,272.5756,208417
2025-11-11 17:15:00+00:00,AAPL,272.58,272.92,272.5074,272.9051,231418
2025-11-11 17:20:00+00:00,AAPL,272.9035,273.59,272.83,273.57,659822
2025-11-11 17:25:00+00:00,AAPL,273.5701,273.615,273.2556,273.315,310138
2025-11-11 17:30:00+00:00,AAPL,273.33,273.45,273.03,273.414,263226
2025-11-11 17:35:00+00:00,AAPL,273.4,273.48,273.06,273.09,222959
2025-11-11 17:40:00+00:00,AAPL,273.1,273.59,273.05,273.58,222310
2025-11-11 17:45:00+00:00,AAPL,273.579,273.62,273.345,273.58,226239
2025-11-11 17:50:00+00:00,AAPL,273.585,273.74,273.51,273.56,281371
2025-11-11 17:55:00+00:00,AAPL,273.57,273.9,273.5501,273.83,449841
2025-11-11 18:00:00+00:00,AAPL,273.83,274.14,273.79,273.82,484859
2025-11-11 18:05:00+00:00,AAPL,273.84,274.24,273.7,274.19,263805
2025-11-11 18:10:00+00:00,AAPL,274.2,274.33,274.11,274.127,250683
2025-11-11 18:15:00+00:00,AAPL,274.13,274.47,274.05,274.45,290953
2025-11-11 18:20:00+00:00,AAPL,274.455,274.48,274.32,274.37,299503
2025-11-11 18:25:00+00:00,AAPL,274.37,274.7,274.37,274.48,347573
2025-11-11 18:30:00+00:00,AAPL,274.475,274.87,274.33,274.87,518844
2025-11-11 18:35:00+00:00,AAPL,274.86,274.98,274.26,274.37,554021
2025-11-11 18:40:00+00:00,AAPL,274.36,274.4833,274.16,274.45,323405
2025-11-11 18:45:00+00:00,AAPL,274.44,274.555,274.285,274.54,207785
2025-11-11 18:50:00+00:00,AAPL,274.54,274.6891,274.453,274.51,240110
2025-11-11 18:55:00+00:00,AAPL,274.53,274.58,274.383,274.46,228528
2025-11-11 19:00:00+00:00,AAPL,274.45,274.45,274.18,274.32,202300
2025-11-11 19:05:00+00:00,AAPL,274.3288,274.66,274.3101,274.65,332409
2025-11-11 19:10:00+00:00,AAPL,274.6444,275.12,274.6444,274.895,1040816
2025-11-11 19:15:00+00:00,AAPL,274.89,275.27,274.88,275.2,452290
2025-11-11 19:20:00+00:00,AAPL,275.21,275.66,275.14,275.38,398466
2025-11-11 19:25:00+00:00,AAPL,275.385,275.47,275.1893,275.33,310050
2025-11-11 19:30:00+00:00,AAPL,275.33,275.48,275.13,275.19,263314
2025-11-11 19:35:00+00:00,AAPL,275.18,275.35,275.08,275.19,281213
2025-11-11 19:40:00+00:00,AAPL,275.19,275.3199,275.0604,275.11,251999
2025-11-11 19:45:00+00:00,AAPL,275.109,275.355,275.05,275.28,231587
2025-11-11 19:50:00+00:00,AAPL,275.2783,275.4,275.18,275.34,213397
2025-11-11 19:55:00+00:00,AAPL,275.33,275.55,275.28,275.55,350305
2025-11-11 20:00:00+00:00,AAPL,275.54,275.91,275.46,275.665,384632
2025-11-11 20:05:00+00:00,AAPL,275.6799,275.76,275.44,275.46,384519
2025-11-11 20:10:00+00:00,AAPL,275.465,275.68,275.4,275.4218,281724
2025-11-11 20:15:00+00:00,AAPL,275.43,275.49,275.3,275.331,288405
2025-11-11 20:20:00+00:00,AAPL,275.3359,275.54,275.3359,275.46,335608
